 0.00000000e+00  0.00000000e+00 
 1.00000000e-14  3.43471380e-06 
 2.00000000e-14  1.02975537e-05 
 4.00000000e-14  3.08663358e-05 
 8.00000000e-14  1.12905316e-04 
 1.60000000e-13  4.39028968e-04 
 3.20000000e-13  1.72719180e-03 
 6.40000000e-13  6.75233499e-03 
 1.28000000e-12  2.58885845e-02 
 2.28000000e-12  7.72355382e-02 
 3.28000000e-12  1.50976825e-01 
 4.28000000e-12  2.43186269e-01 
 5.28000000e-12  3.50626032e-01 
 6.28000000e-12  4.70625933e-01 
 7.28000000e-12  6.00983928e-01 
 8.28000000e-12  7.39884036e-01 
 9.28000000e-12  8.85828652e-01 
 1.00000000e-11  9.94596511e-01 
 1.01000000e-11  1.00960848e+00 
 1.03000000e-11  1.03906635e+00 
 1.07000000e-11  1.09471132e+00 
 1.15000000e-11  1.19408554e+00 
 1.25000000e-11  1.29870323e+00 
 1.35000000e-11  1.38497934e+00 
 1.45000000e-11  1.45612952e+00 
 1.55000000e-11  1.51480564e+00 
 1.65000000e-11  1.56319467e+00 
 1.75000000e-11  1.60310012e+00 
 1.85000000e-11  1.63600935e+00 
 1.95000000e-11  1.66314893e+00 
 2.05000000e-11  1.68553040e+00 
 2.15000000e-11  1.70398795e+00 
 2.25000000e-11  1.71920952e+00 
 2.35000000e-11  1.73176244e+00 
 2.45000000e-11  1.74211458e+00 
 2.55000000e-11  1.75065179e+00 
 2.65000000e-11  1.75769225e+00 
 2.75000000e-11  1.76349838e+00 
 2.85000000e-11  1.76828658e+00 
 2.95000000e-11  1.77223531e+00 
 3.05000000e-11  1.77549174e+00 
 3.15000000e-11  1.77817726e+00 
 3.25000000e-11  1.78039196e+00 
 3.35000000e-11  1.78221837e+00 
 3.45000000e-11  1.78372458e+00 
 3.55000000e-11  1.78496672e+00 
 3.65000000e-11  1.78599108e+00 
 3.75000000e-11  1.78683586e+00 
 3.85000000e-11  1.78753253e+00 
 3.95000000e-11  1.78810706e+00 
 4.05000000e-11  1.78858086e+00 
 4.15000000e-11  1.78897159e+00 
 4.25000000e-11  1.78929382e+00 
 4.35000000e-11  1.78955956e+00 
 4.45000000e-11  1.78977871e+00 
 4.55000000e-11  1.78995944e+00 
